out_publicKey,in_publicKey,trust,datetime
"1967","1771","-1","2012-05-17T10:01:32.528590"
"1934","823","1","2012-05-17T11:10:53.669710"
"823","1934","1","2012-05-17T11:15:35.204950"
"823","1771","-10","2012-05-17T11:32:44.213790"
"1731","1771","-1","2012-05-17T11:44:04.372270"
"41","202","2","2012-05-17T15:28:35.849290"
"202","41","3","2012-05-17T15:30:33.836040"
"2046","192","1","2012-05-17T15:35:06.828750"
"2077","1810","5","2012-05-17T20:52:57.686250"
"1810","2077","2","2012-05-17T20:54:29.891850"
"1529","1840","1","2012-05-17T20:54:44.164250"
"1840","1529","1","2012-05-17T20:55:54.190470"
"1529","1281","1","2012-05-17T20:59:40.419800"
"1281","1529","1","2012-05-17T21:34:15.054370"
"1585","2016","4","2012-05-18T00:19:57.859530"
"2016","1585","4","2012-05-18T00:22:18.710600"
"1981","937","1","2012-05-18T00:29:55.971790"
"937","1981","1","2012-05-18T00:30:09.839230"
"1966","1317","-1","2012-05-18T01:45:18.029370"
"1690","202","1","2012-05-18T11:31:14.863280"
"2063","1754","2","2012-05-18T17:22:44.262670"
"1754","2063","1","2012-05-18T17:27:25.932660"
"1615","2080","10","2012-05-18T19:24:37.269790"
"1810","2081","1","2012-05-18T19:59:39.945380"
"2063","1915","2","2012-05-18T20:03:00.859240"
"2081","2063","2","2012-05-18T20:04:57.645390"
"2081","446","2","2012-05-18T20:20:10.480750"
"446","2081","2","2012-05-18T20:24:36.022700"
"2080","1615","10","2012-05-18T20:49:30.132000"
"2063","2081","2","2012-05-18T20:49:43.306330"
"1810","1915","1","2012-05-18T21:00:35.353980"
"202","2028","2","2012-05-18T22:05:46.490690"
"2028","202","2","2012-05-18T22:06:40.032140"
"1508","2028","3","2012-05-18T22:11:34.885790"
"2028","1508","3","2012-05-18T22:17:42.544380"
"7","2028","3","2012-05-18T22:47:23.630520"
"2028","7","3","2012-05-18T22:53:00.405870"
"1860","1771","-10","2012-05-19T00:19:47.753940"
"1896","2028","1","2012-05-19T16:30:19.261670"
"2028","1896","1","2012-05-19T16:31:05.607420"
"2081","1810","2","2012-05-19T16:47:05.637050"
"2080","2070","1","2012-05-19T18:12:02.754890"
"2080","2082","10","2012-05-19T19:17:19.135180"
"2080","25","10","2012-05-19T19:22:47.533740"
"2082","2080","10","2012-05-19T19:25:51.436840"
"1615","25","3","2012-05-19T19:26:24.763130"
"2028","57","1","2012-05-19T21:36:17.711240"
"465","2084","1","2012-05-19T22:48:43.748250"
"2084","465","1","2012-05-19T22:50:10.689220"
"7","17","6","2012-05-19T22:55:15.373660"
"2068","1624","1","2012-05-19T23:11:57.363020"
"2028","1190","1","2012-05-19T23:19:21.100050"
"1670","1967","1","2012-05-20T00:10:03.772550"
"1967","1670","1","2012-05-20T00:11:46.059910"
"2068","1948","1","2012-05-20T08:21:43.707420"
"149","446","2","2012-05-20T11:05:25.699740"
"446","149","2","2012-05-20T11:07:40.207650"
"1386","57","2","2012-05-20T11:32:14.659530"
"57","1386","1","2012-05-20T11:33:17.537890"
"425","1201","10","2012-05-20T12:07:56.014090"
"425","309","10","2012-05-20T12:09:12.448300"
"2053","57","3","2012-05-20T12:33:41.447510"
"2028","1386","1","2012-05-20T16:32:10.408680"
"4","1366","2","2012-05-20T16:35:28.612060"
"1971","1948","1","2012-05-20T16:40:42.874310"
"1899","1803","1","2012-05-20T20:27:05.346400"
"1400","2085","1","2012-05-20T22:04:26.981010"
"2085","1400","1","2012-05-20T22:04:51.829080"
"2086","2085","1","2012-05-20T22:05:55.448600"
"1281","2080","1","2012-05-21T11:27:22.951240"
"2080","1281","1","2012-05-21T11:28:23.029180"
"1639","1860","2","2012-05-21T11:58:53.705870"
"1860","2051","1","2012-05-21T13:21:54.755560"
"1844","545","1","2012-05-21T14:44:48.569340"
"239","1352","1","2012-05-21T15:41:28.646730"
"35","2087","1","2012-05-21T16:29:46.341880"
"2087","35","10","2012-05-21T16:32:32.735220"
"350","239","5","2012-05-21T17:24:30.443530"
"2085","2088","1","2012-05-21T22:37:09.668680"
"2088","2085","1","2012-05-21T22:38:39.372500"
"202","1690","2","2012-05-22T00:14:23.139740"
"1810","1920","1","2012-05-22T02:23:33.685010"
"1920","1810","1","2012-05-22T02:24:08.038000"
"1967","2090","1","2012-05-22T02:46:32.531610"
"2090","1967","1","2012-05-22T02:55:10.859940"
"202","2091","1","2012-05-22T04:00:57.016390"
"2091","202","1","2012-05-22T04:02:18.345730"
"202","1301","1","2012-05-22T04:22:13.941350"
"1689","2089","1","2012-05-22T04:39:01.879370"
"2089","1689","1","2012-05-22T04:39:23.024000"
"2089","35","2","2012-05-22T04:42:01.782360"
"1744","1624","1","2012-05-22T05:06:26.508130"
"1675","1744","2","2012-05-22T09:53:44.280960"
"1615","1566","5","2012-05-22T12:05:46.560130"
"1615","1317","1","2012-05-22T12:29:45.943150"
"1615","1366","1","2012-05-22T12:30:54.621500"
"1615","1316","3","2012-05-22T12:31:31.564340"
"1615","7","1","2012-05-22T12:32:17.280150"
"1615","192","1","2012-05-22T12:33:01.195900"
"1615","4","1","2012-05-22T12:34:22.343290"
"1615","1396","1","2012-05-22T12:34:29.470580"
"537","1615","1","2012-05-22T12:35:57.411020"
"1615","537","1","2012-05-22T12:38:43.408330"
"1615","1487","1","2012-05-22T12:40:20.150270"
"1615","425","3","2012-05-22T12:40:58.583330"
"1615","309","2","2012-05-22T12:41:55.847860"
"425","1615","3","2012-05-22T12:42:39.787350"
"425","537","5","2012-05-22T12:43:51.628730"
"1714","363","3","2012-05-22T14:54:53.614070"
"363","1714","3","2012-05-22T14:55:36.142700"
"537","309","2","2012-05-22T18:01:38.121260"
"2070","2080","1","2012-05-22T18:29:16.111000"
"1990","2067","1","2012-05-22T18:35:30.317290"
"2067","1990","1","2012-05-22T18:36:53.819590"
"1989","1953","5","2012-05-22T19:08:58.592670"
"202","2092","1","2012-05-22T19:24:36.098550"
"2092","202","1","2012-05-22T19:26:10.821410"
"309","1065","5","2012-05-22T19:54:21.527200"
"1715","2093","2","2012-05-22T21:13:36.121870"
"1585","2093","1","2012-05-22T21:45:33.414030"
"2093","2088","1","2012-05-22T22:02:14.258010"
"2088","2093","1","2012-05-22T22:02:33.576370"
"304","2085","1","2012-05-22T22:20:19.798190"
"2085","304","1","2012-05-22T22:20:43.983900"
"304","465","4","2012-05-22T22:20:45.710820"
"2085","2093","1","2012-05-22T22:53:10.378490"
"2093","2085","1","2012-05-22T22:53:40.675730"
"1222","2093","1","2012-05-22T23:30:30.800740"
"1222","1366","3","2012-05-22T23:31:08.218540"
"2093","1222","1","2012-05-22T23:32:04.553660"
"1281","2094","1","2012-05-23T12:06:13.149320"
"2094","1281","2","2012-05-23T12:09:12.400620"
"1585","2095","2","2012-05-23T14:30:25.701610"
"2087","2096","3","2012-05-23T15:50:23.799260"
"2096","2087","3","2012-05-23T15:50:50.918580"
"1317","2097","3","2012-05-23T16:12:22.771680"
"1731","1587","1","2012-05-23T19:07:14.529040"
"546","2099","1","2012-05-23T22:19:29.230370"
"2099","546","1","2012-05-23T22:20:10.335090"
"2028","2100","1","2012-05-23T22:37:17.231360"
"2100","2028","1","2012-05-23T22:44:36.309400"
"2090","2080","5","2012-05-24T06:24:50.723150"
"1383","425","9","2012-05-24T11:13:06.407970"
"1383","1201","9","2012-05-24T11:13:24.433120"
"1383","1386","9","2012-05-24T11:13:50.771080"
"1383","1","9","2012-05-24T11:14:08.905120"
"1383","1316","9","2012-05-24T11:15:21.987370"
"1383","7","9","2012-05-24T11:15:42.394030"
"1383","1317","7","2012-05-24T11:25:36.755130"
"1383","1217","7","2012-05-24T11:26:00.624770"
"1383","1846","7","2012-05-24T11:26:43.452080"
"1383","1690","7","2012-05-24T11:27:16.850380"
"1383","1585","7","2012-05-24T11:29:28.656040"
"1383","1396","5","2012-05-24T11:41:19.160650"
"1383","309","5","2012-05-24T11:41:31.591990"
"1383","1565","5","2012-05-24T11:41:52.568570"
"1383","1334","3","2012-05-24T11:49:59.634590"
"1383","1485","3","2012-05-24T11:50:06.149650"
"1383","523","3","2012-05-24T11:50:16.657770"
"1383","1353","3","2012-05-24T11:51:23.937200"
"1383","882","3","2012-05-24T11:51:36.023560"
"1383","353","3","2012-05-24T11:51:45.994210"
"1383","780","3","2012-05-24T11:51:55.347880"
"1383","905","5","2012-05-24T11:52:35.478420"
"13","905","3","2012-05-24T13:10:59.613930"
"1584","545","1","2012-05-24T14:28:07.512320"
"1281","2101","1","2012-05-24T14:41:02.915140"
"1478","1386","3","2012-05-24T15:08:54.787410"
"1478","1846","5","2012-05-24T15:10:08.565960"
"1478","2040","8","2012-05-24T15:10:55.601900"
"1731","2102","1","2012-05-24T15:11:35.394650"
"1478","1201","1","2012-05-24T15:11:38.646680"
"1478","1566","3","2012-05-24T15:12:46.496490"
"2102","1731","1","2012-05-24T15:12:55.493890"
"2101","1281","2","2012-05-24T16:04:50.330140"
"239","350","1","2012-05-24T16:20:31.960500"
"239","1942","-1","2012-05-24T16:22:06.403400"
"1860","2103","1","2012-05-24T17:12:03.709640"
"1896","2103","1","2012-05-24T17:56:55.927440"
"2103","1896","2","2012-05-24T17:59:17.362290"
"1896","2006","1","2012-05-24T18:03:47.031640"
"2006","1896","1","2012-05-24T18:10:14.704460"
"1714","1899","2","2012-05-24T18:20:34.123450"
"1899","1714","2","2012-05-24T18:25:19.716260"
"1731","2104","1","2012-05-24T18:49:16.192220"
"2104","1731","1","2012-05-24T18:50:57.887280"
"2099","1585","1","2012-05-24T20:56:05.386690"
"309","1771","-10","2012-05-24T21:11:44.980080"
"1386","1771","-10","2012-05-24T21:15:28.177860"
"1714","1771","-1","2012-05-24T21:20:35.098660"
"13","1771","-1","2012-05-24T21:21:48.355380"
"2085","2104","1","2012-05-24T22:34:10.067770"
"2093","2028","1","2012-05-24T23:35:10.927810"
"2028","2093","1","2012-05-24T23:35:42.905310"
"2028","2105","1","2012-05-24T23:53:36.499820"
"2104","2085","1","2012-05-25T01:31:51.169070"
"1245","2106","1","2012-05-25T07:25:39.058980"
"2106","1245","1","2012-05-25T07:27:02.324150"
"1245","2107","1","2012-05-25T07:51:10.882720"
"2107","1245","1","2012-05-25T07:59:13.188760"
"1585","2044","1","2012-05-25T12:07:27.098700"
"1899","1473","8","2012-05-25T13:56:02.606680"
"1473","1899","8","2012-05-25T14:20:32.265810"
"1860","1473","1","2012-05-25T14:22:42.757260"
"1473","1860","1","2012-05-25T14:22:54.881950"
"1815","1714","2","2012-05-25T15:11:43.666830"
"1714","1815","2","2012-05-25T15:48:32.101810"
"1317","1846","5","2012-05-25T18:07:41.480320"
"540","2108","1","2012-05-25T23:12:27.026760"
"2108","540","1","2012-05-25T23:18:42.533760"
"2089","2030","1","2012-05-26T00:36:13.677680"
"1810","2030","1","2012-05-26T01:05:13.130930"
"2030","1810","1","2012-05-26T01:05:46.527180"
"2096","2095","2","2012-05-26T11:29:20.574800"
"13","2108","1","2012-05-26T11:54:06.085020"
"2090","2076","5","2012-05-26T11:56:39.593430"
"2108","13","1","2012-05-26T11:57:53.505430"
"2022","1855","2","2012-05-26T12:26:21.554050"
"2022","2095","1","2012-05-26T12:27:16.225010"
"35","2109","1","2012-05-26T15:15:58.248940"
"537","1810","1","2012-05-26T16:37:32.101900"
"1810","896","1","2012-05-26T17:26:09.070900"
"2102","2111","1","2012-05-26T18:08:06.252700"
"2111","2102","1","2012-05-26T18:09:06.718630"
"1396","1714","2","2012-05-26T18:32:46.920470"
"2028","2112","1","2012-05-26T19:00:26.131920"
"2112","2028","1","2012-05-26T19:00:45.810470"
"2028","2096","-10","2012-05-26T19:02:28.603580"
"309","2028","1","2012-05-26T19:12:32.495680"
"2103","2028","2","2012-05-26T20:11:51.248550"
"2028","2103","2","2012-05-26T20:12:30.379990"
"1400","2103","1","2012-05-26T21:33:22.318160"
"2102","2030","1","2012-05-26T21:55:33.850480"
"2030","2102","1","2012-05-26T21:56:47.213330"
"1714","2090","1","2012-05-27T02:05:16.903590"
"1714","2012","1","2012-05-27T02:05:36.477290"
"2090","1714","1","2012-05-27T02:12:53.461280"
"363","2090","2","2012-05-27T02:35:22.925810"
"2090","363","1","2012-05-27T02:38:00.873740"
"2103","1400","1","2012-05-27T06:45:06.740980"
"2054","330","2","2012-05-27T07:05:39.945310"
"2067","2103","1","2012-05-27T09:14:11.790380"
"2103","2067","1","2012-05-27T09:16:21.127580"
"2095","2028","1","2012-05-27T10:55:37.426490"
"2028","1473","1","2012-05-27T14:17:19.270210"
"1473","2028","1","2012-05-27T14:19:50.698130"
"1317","1473","3","2012-05-27T14:45:02.601140"
"1473","1317","1","2012-05-27T14:45:18.675610"
"1473","2054","1","2012-05-27T14:57:49.629200"
"2054","1473","1","2012-05-27T15:00:05.258270"
"2113","2064","1","2012-05-27T16:35:38.268430"
"2030","2067","3","2012-05-27T17:20:44.451880"
"823","905","3","2012-05-27T17:31:35.063290"
"2067","2030","3","2012-05-27T19:12:24.090330"
"2030","1714","1","2012-05-27T20:06:09.946050"
"1714","2030","1","2012-05-27T20:06:59.880890"
"2028","1404","1","2012-05-27T20:37:33.841030"
"1404","2028","1","2012-05-27T20:42:29.329130"
"1714","2114","1","2012-05-27T21:08:19.643210"
"1714","2115","1","2012-05-27T21:08:24.478880"
"2115","2114","1","2012-05-27T21:08:50.919190"
"2114","1714","1","2012-05-27T21:09:07.191180"
"1714","1693","3","2012-05-27T21:34:21.470950"
"1921","2100","1","2012-05-28T02:54:58.083400"
"2100","1921","1","2012-05-28T03:02:35.364030"
"1876","1921","2","2012-05-28T03:11:55.889580"
"1921","1876","3","2012-05-28T03:14:59.421510"
"1478","1584","3","2012-05-28T12:01:07.686610"
"2064","2113","2","2012-05-28T15:07:38.323530"
"2064","1864","3","2012-05-28T15:11:58.196970"
"2067","2116","1","2012-05-28T16:15:43.817420"
"2116","2067","1","2012-05-28T16:35:16.070660"
"35","2052","1","2012-05-28T16:39:41.238670"
"2113","1584","3","2012-05-28T17:29:29.936130"
"2085","2086","1","2012-05-28T18:40:37.337100"
"2030","57","1","2012-05-29T00:32:28.511660"
"1201","1366","5","2012-05-29T00:50:35.197580"
"1584","1478","3","2012-05-29T02:31:12.022000"
"1584","2113","3","2012-05-29T02:33:35.431600"
"905","2117","1","2012-05-29T02:42:16.858740"
"2117","905","2","2012-05-29T02:46:07.002390"
"2103","1860","3","2012-05-29T05:53:45.255760"
"2091","2103","3","2012-05-29T06:23:00.969700"
"2103","2091","1","2012-05-29T06:23:22.956880"
"2109","35","1","2012-05-29T08:44:26.911250"
"1714","1953","4","2012-05-29T11:26:15.027660"
"1953","1714","4","2012-05-29T11:26:58.655380"
"2095","2096","-1","2012-05-29T12:07:48.173250"
"1810","1657","1","2012-05-29T13:01:04.574980"
"1998","1921","1","2012-05-29T13:09:24.720480"
"1921","1998","1","2012-05-29T13:11:04.424700"
"1893","2118","1","2012-05-29T15:02:29.804810"
"2118","1893","3","2012-05-29T15:04:45.979000"
"1053","1921","2","2012-05-29T16:52:48.208880"
"1921","1053","2","2012-05-29T16:56:19.058780"
"1731","2115","1","2012-05-29T18:08:23.434700"
"2115","1731","1","2012-05-29T18:09:51.616900"
"1396","2096","-3","2012-05-29T20:12:52.522350"
"2089","2119","1","2012-05-29T20:15:16.586540"
"2119","2089","1","2012-05-29T20:24:49.241220"
"2110","2028","2","2012-05-29T22:44:10.419270"
"2054","2120","1","2012-05-30T01:22:27.811850"
"2120","2054","1","2012-05-30T01:22:44.568330"
"2030","2089","2","2012-05-30T02:00:12.721020"
"905","2120","1","2012-05-30T04:16:02.253280"
"2120","905","1","2012-05-30T04:17:25.611840"
"1044","2067","1","2012-05-30T04:24:22.510290"
"1921","1771","-1","2012-05-30T07:52:20.141710"
"1473","1780","1","2012-05-30T13:12:25.068890"
"1780","1473","1","2012-05-30T13:13:38.053240"
"1473","2063","1","2012-05-30T14:00:52.944820"
"2063","1473","3","2012-05-30T14:17:29.007230"
"2120","2063","1","2012-05-30T16:22:34.069620"
"2063","2120","1","2012-05-30T16:25:52.232820"
"1967","1815","1","2012-05-30T17:52:07.230420"
"1815","1967","1","2012-05-30T17:54:14.193110"
"1053","2103","1","2012-05-31T00:43:07.739790"
"1921","1044","1","2012-05-31T02:34:58.452830"
"1044","1921","1","2012-05-31T03:21:36.058260"
"2044","1921","2","2012-05-31T03:25:28.295760"
"1921","2044","2","2012-05-31T03:26:57.438680"
"2085","2067","1","2012-05-31T09:41:20.108450"
"1731","2097","2","2012-05-31T16:14:30.785470"
"2097","1731","2","2012-05-31T16:17:42.874700"
"70","1615","1","2012-05-31T17:18:58.196330"
"616","2121","1","2012-05-31T19:06:11.811570"
"2121","616","1","2012-05-31T19:14:08.821980"
"616","13","3","2012-05-31T19:23:25.011650"
"13","616","2","2012-05-31T19:23:59.715940"
"1615","2122","4","2012-05-31T20:46:57.051130"
"2122","1615","4","2012-05-31T20:49:35.523900"
"13","1412","1","2012-05-31T22:17:01.642360"
"1412","13","1","2012-05-31T22:21:02.531850"
"2067","2085","1","2012-05-31T22:40:36.948230"
"13","2123","2","2012-05-31T22:44:12.900290"
"1400","2124","1","2012-05-31T22:46:56.226950"
"2124","1400","1","2012-05-31T22:49:31.558070"
"2123","13","2","2012-05-31T23:29:13.015660"
"13","1394","1","2012-05-31T23:36:09.345950"
"1400","1386","2","2012-05-31T23:40:06.367430"
"1386","1400","2","2012-05-31T23:41:34.556240"
"1386","1053","3","2012-05-31T23:42:01.076630"
"1053","1386","3","2012-05-31T23:43:27.300380"
"1317","2124","1","2012-06-01T00:00:24.904200"
"1394","664","1","2012-06-01T00:57:53.484830"
"1394","1386","1","2012-06-01T00:58:20.236230"
"1394","1499","1","2012-06-01T00:58:30.613920"
"1394","1566","1","2012-06-01T00:58:41.602440"
"1394","13","1","2012-06-01T00:58:49.318620"
"1185","2126","2","2012-06-01T01:58:24.234190"
"1185","2127","1","2012-06-01T02:12:45.296360"
"2127","1185","1","2012-06-01T03:00:35.587370"
"13","1593","1","2012-06-01T04:15:36.383870"
"1593","13","1","2012-06-01T04:19:32.116610"
"2118","2122","2","2012-06-01T10:45:54.797210"
"1896","2087","2","2012-06-01T15:37:50.335440"
"2087","1896","2","2012-06-01T15:41:04.910070"
"2006","1555","1","2012-06-01T17:35:28.553400"
"35","2129","1","2012-06-01T17:38:31.866840"
"2129","35","1","2012-06-01T17:43:36.563730"
"1731","1693","1","2012-06-01T18:09:25.671070"
"1693","1731","1","2012-06-01T18:10:31.449770"
"2125","1670","1","2012-06-01T20:01:01.940200"
"1555","2006","1","2012-06-01T21:40:34.714550"
"592","2125","1","2012-06-01T22:25:11.555640"
"2125","592","1","2012-06-01T22:49:22.883980"
"2089","2085","2","2012-06-01T23:24:24.975880"
"1053","1394","1","2012-06-02T02:41:46.529750"
"1843","1673","1","2012-06-02T08:30:33.549560"
"1673","1843","1","2012-06-02T08:47:55.156340"
"26","2130","1","2012-06-02T13:52:49.953190"
"1714","905","4","2012-06-02T16:25:23.259660"
"2130","26","1","2012-06-02T17:35:27.328330"
"2089","1317","2","2012-06-02T23:41:13.049770"
"2017","2132","1","2012-06-03T02:35:54.045770"
"2132","2017","1","2012-06-03T02:50:41.472370"
"2030","2016","3","2012-06-03T11:44:55.287650"
"1934","1677","1","2012-06-03T11:56:39.326690"
"1","2123","3","2012-06-03T14:40:36.286050"
"2123","1","3","2012-06-03T14:54:39.869440"
"1317","7","5","2012-06-03T16:18:25.512990"
"1992","2133","1","2012-06-03T18:08:55.341580"
"2133","1992","1","2012-06-03T18:09:57.580340"
"2134","545","1","2012-06-03T18:49:44.978790"
"905","2135","1","2012-06-03T18:52:07.076770"
"2135","905","4","2012-06-03T18:55:30.501570"
"2134","2118","1","2012-06-03T18:57:57.714770"
"2118","2134","1","2012-06-03T18:58:03.306630"
"1","2124","1","2012-06-03T22:59:36.894040"
"1317","1204","1","2012-06-03T23:56:13.101400"
"1204","1317","1","2012-06-03T23:58:26.248750"
"1245","2136","1","2012-06-04T01:06:16.524420"
"2136","1245","1","2012-06-04T01:06:48.215530"
"493","2135","1","2012-06-04T03:03:13.664980"
"7","1317","4","2012-06-04T03:21:48.606430"
"2090","2137","2","2012-06-04T03:39:02.981530"
"2137","2090","1","2012-06-04T03:39:58.127550"
"1245","2138","1","2012-06-04T04:47:24.692540"
"2138","1245","1","2012-06-04T04:50:01.083330"
"1245","2139","1","2012-06-04T05:47:01.820870"
"2139","1245","1","2012-06-04T05:50:49.747780"
"937","1245","3","2012-06-04T06:30:29.573950"
"1245","937","3","2012-06-04T06:32:41.355940"
"1843","2122","5","2012-06-04T06:33:21.424380"
"1843","1281","1","2012-06-04T06:38:12.451140"
"2080","1735","1","2012-06-04T09:04:46.995540"
"2138","112","1","2012-06-04T10:50:25.815200"
"1973","1281","1","2012-06-04T11:25:11.623230"
"1912","1593","1","2012-06-04T14:12:46.750660"
"2028","215","1","2012-06-04T14:14:20.084900"
"1593","1912","1","2012-06-04T14:15:10.216280"
"1396","1764","1","2012-06-04T15:37:35.406940"
"35","2117","1","2012-06-04T16:26:06.543420"
"905","2140","1","2012-06-04T18:23:30.907200"
"2140","905","1","2012-06-04T18:36:09.599960"
"1281","2124","1","2012-06-04T19:15:24.783440"
"2089","41","1","2012-06-04T19:16:19.862880"
"41","2089","1","2012-06-04T19:18:48.170840"
"1396","2142","2","2012-06-04T20:04:05.411200"
"1967","2142","1","2012-06-04T20:05:32.108620"
"1810","1512","3","2012-06-04T20:47:21.016430"
"270","2143","1","2012-06-04T21:01:11.299050"
"2143","270","1","2012-06-04T21:01:44.002270"
"2067","2054","1","2012-06-04T21:40:09.217790"
"2054","2067","1","2012-06-04T21:41:08.550120"
"1185","2144","1","2012-06-04T22:36:31.410730"
"2085","1731","1","2012-06-04T23:36:30.635060"
"1731","2085","1","2012-06-04T23:38:02.141500"
"2085","2028","2","2012-06-05T00:02:56.895330"
"2028","2085","2","2012-06-05T00:03:34.583730"
"1204","2085","1","2012-06-05T00:36:15.117510"
"2085","1204","1","2012-06-05T00:47:28.778290"
"2144","1185","3","2012-06-05T01:12:35.405800"
"1204","1731","1","2012-06-05T02:03:46.477940"
"1731","1204","1","2012-06-05T02:06:58.477170"
"26","2128","2","2012-06-05T02:55:14.794250"
"2141","1281","1","2012-06-05T05:14:57.580760"
"1281","1843","2","2012-06-05T07:35:40.738530"
"1281","2141","1","2012-06-05T07:39:38.748880"
"1912","2128","2","2012-06-05T11:18:29.310680"
"1543","1860","5","2012-06-05T13:52:32.096620"
"1731","732","1","2012-06-05T13:52:52.682670"
"732","1731","2","2012-06-05T13:53:23.149220"
"2128","26","2","2012-06-05T14:20:22.210710"
"2128","1912","2","2012-06-05T14:21:41.858790"
"2067","1998","3","2012-06-05T14:22:55.268930"
"1998","2067","3","2012-06-05T14:23:18.350920"
"1512","1804","3","2012-06-05T14:26:32.695050"
"1804","1512","3","2012-06-05T14:28:22.741870"
"1543","1334","2","2012-06-05T15:57:22.043900"
"2145","2146","3","2012-06-05T16:34:54.595100"
"2145","4","2","2012-06-05T16:36:28.163700"
"4","2145","2","2012-06-05T16:36:48.491500"
"202","1204","1","2012-06-05T16:38:02.269540"
"1204","202","2","2012-06-05T16:38:26.862800"
"2028","1803","1","2012-06-05T17:24:51.743550"
"1803","2028","3","2012-06-05T17:51:07.242650"
"905","2147","1","2012-06-05T19:46:46.927400"
"2147","905","1","2012-06-05T19:49:22.410460"
"2120","2148","1","2012-06-05T20:16:38.198160"
"2148","2120","1","2012-06-05T20:16:54.212760"
"1317","2089","-10","2012-06-05T20:18:53.338450"
"635","823","1","2012-06-05T20:19:02.353050"
"823","635","2","2012-06-05T20:21:45.533910"
"1204","2131","5","2012-06-05T22:11:27.599810"
"2028","2149","1","2012-06-05T22:38:34.613010"
"2149","2028","1","2012-06-05T22:40:06.711800"
"1185","2150","1","2012-06-06T01:46:48.435220"
"202","1170","1","2012-06-06T04:56:38.373650"
"202","2151","1","2012-06-06T04:57:14.705830"
"2151","202","1","2012-06-06T04:58:18.044400"
"2030","1803","3","2012-06-06T09:24:19.478970"
"2150","1185","1","2012-06-06T10:17:11.877900"
"1615","2152","1","2012-06-06T11:00:03.464950"
"2152","1615","1","2012-06-06T11:01:02.216510"
"2152","1642","1","2012-06-06T11:01:09.070180"
"1543","2140","2","2012-06-06T11:38:45.438910"
"2140","1543","1","2012-06-06T11:47:30.365000"
"1832","35","1","2012-06-06T12:07:46.071320"
"35","1832","1","2012-06-06T12:08:42.636570"
"1803","2030","3","2012-06-06T14:01:14.611120"
"1899","2087","1","2012-06-06T15:08:54.921540"
"2087","1899","1","2012-06-06T15:11:18.796640"
"2034","266","1","2012-06-06T16:47:53.181490"
"266","2034","1","2012-06-06T16:51:43.671340"
"2124","57","1","2012-06-06T17:29:58.439480"
"2149","2153","1","2012-06-06T18:10:30.302910"
"4","17","3","2012-06-06T19:17:07.459650"
"17","4","1","2012-06-06T19:17:07.649470"
"2110","1396","2","2012-06-06T19:31:33.957610"
"4","1992","1","2012-06-06T21:38:22.750390"
"1992","4","1","2012-06-06T21:43:24.472030"
"2143","2155","1","2012-06-06T21:56:41.087150"
"2155","2143","1","2012-06-06T21:59:21.603560"
"2148","2156","2","2012-06-06T23:45:28.973390"
"2148","2157","2","2012-06-07T00:01:25.409590"
"2154","1752","1","2012-06-07T01:35:31.301910"
"1752","2154","1","2012-06-07T05:53:55.261140"
"1764","1890","2","2012-06-07T11:54:35.671770"
"1693","304","1","2012-06-07T14:30:38.600420"
"304","1693","1","2012-06-07T14:32:05.368040"
"2146","2145","3","2012-06-07T15:40:43.180780"
"1764","1832","2","2012-06-07T15:57:50.831480"
"1832","1764","1","2012-06-07T15:58:47.511630"
"2142","2146","1","2012-06-07T16:51:22.361680"
"1334","2158","1","2012-06-07T19:30:25.087940"
"2158","1334","1","2012-06-07T19:31:54.993700"
"13","2158","1","2012-06-07T19:35:43.896330"
"1899","2155","1","2012-06-07T20:22:55.537400"
"546","1771","-3","2012-06-07T20:26:41.403420"
"546","13","2","2012-06-07T20:32:06.422760"
"13","546","2","2012-06-07T20:39:24.088790"
"2135","1861","4","2012-06-07T21:46:51.245340"
"2159","2135","4","2012-06-07T21:54:03.424810"
"2124","1317","2","2012-06-07T22:15:43.909880"
"2159","905","4","2012-06-07T23:39:15.219370"
"905","823","1","2012-06-07T23:41:01.423640"
"1185","2160","1","2012-06-08T06:50:51.378270"
"1921","2161","1","2012-06-08T09:00:47.357570"
"2161","1921","1","2012-06-08T09:05:46.637320"
"2155","1899","1","2012-06-08T13:34:53.884070"
"1512","1585","4","2012-06-08T15:12:58.304640"
"2067","2162","1","2012-06-08T15:15:19.799890"
"1204","2028","10","2012-06-08T15:28:01.269450"
"1715","2034","1","2012-06-08T15:32:46.133380"
"1585","13","2","2012-06-08T15:46:05.810710"
"2125","1473","1","2012-06-08T16:40:28.327070"
"2155","1334","1","2012-06-08T16:42:38.403700"
"1473","2125","1","2012-06-08T17:36:56.351340"
"1701","274","2","2012-06-08T17:55:04.565560"
"274","1701","2","2012-06-08T17:56:15.941160"
"274","1846","4","2012-06-08T17:59:18.226870"
"274","2040","4","2012-06-08T18:00:22.752130"
"171","2142","1","2012-06-08T19:22:03.667050"
"2142","171","1","2012-06-08T19:23:50.884870"
"171","2158","1","2012-06-08T19:44:49.226770"
"2158","171","1","2012-06-08T19:45:55.121300"
"1765","1810","5","2012-06-08T19:58:55.663690"
"215","274","1","2012-06-08T20:49:20.361300"
"274","215","2","2012-06-08T21:00:31.066580"
"215","2054","2","2012-06-08T22:14:22.878410"
"2054","215","2","2012-06-08T22:14:45.115960"
"2054","202","2","2012-06-08T23:43:59.438350"
"202","2054","2","2012-06-08T23:45:36.293040"
